,実験分類,区分,名称,宿主（誘導体含む）,備考・ベクター（誘導体含む）
0,認定宿主ベクター系,1B1,EK1,Escherichia coli K12,プラスミド（接合等により宿主以外の細菌に伝達されないもの）
1,認定宿主ベクター系,1B1,EK1,Escherichia coli K12,バクテリオファージの核酸（接合等により宿主以外の細菌に伝達されないもの）
2,認定宿主ベクター系,1B1,EK1,Escherichia coli B,プラスミド（接合等により宿主以外の細菌に伝達されないもの）
3,認定宿主ベクター系,1B1,EK1,Escherichia coli B,バクテリオファージの核酸（接合等により宿主以外の細菌に伝達されないもの）
4,認定宿主ベクター系,1B1,EK1,Escherichia coli C,プラスミド（接合等により宿主以外の細菌に伝達されないもの）
5,認定宿主ベクター系,1B1,EK1,Escherichia coli C,バクテリオファージの核酸（接合等により宿主以外の細菌に伝達されないもの）
6,認定宿主ベクター系,1B1,EK1,Escherichia coli W,プラスミド（接合等により宿主以外の細菌に伝達されないもの）
7,認定宿主ベクター系,1B1,EK1,Escherichia coli W,バクテリオファージの核酸（接合等により宿主以外の細菌に伝達されないもの）
8,認定宿主ベクター系,1B1,SC1,Saccharomyces cerevisiae,宿主のプラスミド
9,認定宿主ベクター系,1B1,SC1,Saccharomyces cerevisiae,宿主のミニクロモソーム
10,認定宿主ベクター系,1B1,SC1,Saccharomyces cerevisiaeと交雑可能な分類学上の種に属する酵母,宿主のプラスミド
11,認定宿主ベクター系,1B1,SC1,Saccharomyces cerevisiaeと交雑可能な分類学上の種に属する酵母,宿主のミニクロモソーム
12,認定宿主ベクター系,1B1,BS1,Bacillus subtilis Marburg168,宿主のプラスミド（接合による伝達性のないものに限る。）
13,認定宿主ベクター系,1B1,BS1,Bacillus subtilis Marburg168,バクテリオファージの核酸
14,認定宿主ベクター系,1B1,BS1,B.licheniformis（アミノ酸若しくは核酸塩基に対する複数の栄養要求性突然変異を有する株又は胞子を形成しない株）,宿主のプラスミド（接合による伝達性のないものに限る。）
15,認定宿主ベクター系,1B1,BS1,B.licheniformis（アミノ酸若しくは核酸塩基に対する複数の栄養要求性突然変異を有する株又は胞子を形成しない株）,バクテリオファージの核酸
16,認定宿主ベクター系,1B1,Thermus属細菌,Thermus thermophilus,宿主のプラスミド
17,認定宿主ベクター系,1B1,Thermus属細菌,Thermus aquaticus,宿主のプラスミド
18,認定宿主ベクター系,1B1,Thermus属細菌,Thermus flavus,宿主のプラスミド
19,認定宿主ベクター系,1B1,Thermus属細菌,Thermus caldophilus,宿主のプラスミド
20,認定宿主ベクター系,1B1,Thermus属細菌,Thermus ruber,宿主のプラスミド
21,認定宿主ベクター系,1B1,Rhizobium属細菌,Rhizobium radiobacter（ Agrobacterium tumefaciens）,これらの宿主のプラスミド
22,認定宿主ベクター系,1B1,Rhizobium属細菌,Rhizobium radiobacter（ Agrobacterium tumefaciens）,RK2系のプラスミド
23,認定宿主ベクター系,1B1,Rhizobium属細菌,Rhizobium rhizogenes,これらの宿主のプラスミド
24,認定宿主ベクター系,1B1,Rhizobium属細菌,Rhizobium rhizogenes,RK2系のプラスミド
25,認定宿主ベクター系,1B1,Pseudomonas putida,Pseudomonas putida KT2440,宿主への依存性が高く、宿主以外の細胞に伝達されないもの
26,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces avermitilis,宿主のプラスミド
27,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces avermitilis,SCP2
28,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces avermitilis,SLP1.2
29,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces avermitilis,pIJ101
30,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces avermitilis,アクチノファージφC31の核酸
31,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces coelicolo [Sviolaceoruberとして分類されるStrepotmyces coelicolor A3 ( 2 )株を含む。],宿主のプラスミド
32,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces coelicolo [Sviolaceoruberとして分類されるStrepotmyces coelicolor A3 ( 3 )株を含む。],SCP2
33,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces coelicolo [Sviolaceoruberとして分類されるStrepotmyces coelicolor A3 ( 4 )株を含む。],SLP1.2
34,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces coelicolo [Sviolaceoruberとして分類されるStrepotmyces coelicolor A3 ( 5 )株を含む。],pIJ101
35,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces coelicolo [Sviolaceoruberとして分類されるStrepotmyces coelicolor A3 ( 6 )株を含む。],アクチノファージφC31の核酸
36,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces lividans,宿主のプラスミド
37,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces lividans,SCP2
38,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces lividans,SLP1.2
39,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces lividans,pIJ101
40,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces lividans,アクチノファージφC31の核酸
41,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces parvulus,宿主のプラスミド
42,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces parvulus,SCP2
43,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces parvulus,SLP1.2
44,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces parvulus,pIJ101
45,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces parvulus,アクチノファージφC31の核酸
46,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces griseus,宿主のプラスミド
47,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces griseus,SCP2
48,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces griseus,SLP1.2
49,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces griseus,pIJ101
50,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces griseus,アクチノファージφC31の核酸
51,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces kasugaensis,宿主のプラスミド
52,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces kasugaensis,SCP2
53,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces kasugaensis,SLP1.2
54,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces kasugaensis,pIJ101
55,認定宿主ベクター系,1B1,Strepotmyces属細菌,Strepotmyces kasugaensis,アクチノファージφC31の核酸
56,認定宿主ベクター系,1B1,Neurospora crassa,Neurospora crassaのイノシトール要求性株,宿主のプラスミド
57,認定宿主ベクター系,1B1,Neurospora crassa,Neurospora crassaの分生子離脱変異株,宿主のプラスミド
58,認定宿主ベクター系,1B1,Neurospora crassa,Neurospora crassaの易水溶性変異株,宿主のプラスミド
59,認定宿主ベクター系,1B1,Pichia pastoris,Pichia pastoris,宿主のプラスミド
60,認定宿主ベクター系,1B1,Schizosaccharomyces,Schizosaccharomyces pombe,宿主のプラスミドpombe
61,認定宿主ベクター系,1B1,Rhodococcus属細菌,Rhodococcus erythropolis,pRE2895
62,認定宿主ベクター系,1B1,Rhodococcus属細菌,Rhodococcus erythropolis,pRE8428
63,認定宿主ベクター系,1B1,Rhodococcus属細菌,Rhodococcus erythropolis,pTNR
64,認定宿主ベクター系,1B1,Rhodococcus属細菌,Rhodococcus opacus,pRE2895
65,認定宿主ベクター系,1B1,Rhodococcus属細菌,Rhodococcus opacus,pRE8428
66,認定宿主ベクター系,1B1,Rhodococcus属細菌,Rhodococcus opacus,pTNR
67,特定認定宿主ベクター系,2B2,EK2,Escherichia coli K12,λgtZJvirλB
68,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,pSC101
69,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,pMB9
70,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,pBR313
71,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,pBR322
72,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,pBR325
73,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,pBR327
74,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,pDH24
75,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,pGL101
76,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,pHB1
77,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YIp1
78,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YE2
79,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YEp4
80,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YIp5
81,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YEp6
82,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YRp7
83,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YEp20
84,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YEp21
85,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YEp24
86,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YIp25
87,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YIp26
88,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YIp27
89,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YIp28
90,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YIp29
91,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YIp30
92,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YIp31
93,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YIp32
94,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ1776,YIp33
95,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50supF,λgtWESλB
96,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50supF,λgtALOλB
97,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50supF,Charon3A
98,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50supF,Charon4A
99,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50supF,Charon16A
100,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50supF,Charon21A
101,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50supF,Charon23A
102,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50supF,Charon24A
103,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2447,λgtWESλB
104,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2447,λgtALOλB
105,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2447,Charon3A
106,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2447,Charon4A
107,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2447,Charon16A
108,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2447,Charon21A
109,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2447,Charon23A
110,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2447,Charon24A
111,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2281,λgtWESλB
112,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2281,λgtALOλB
113,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2281,Charon3A
114,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2281,Charon4A
115,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2281,Charon16A
116,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2281,Charon21A
117,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2281,Charon23A
118,特定認定宿主ベクター系,2B2,EK2,Escherichia coli χ2281,Charon24A
119,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50,Charon3A
120,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50,Charon4A
121,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50,Charon16A
122,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50,Charon23A
123,特定認定宿主ベクター系,2B2,EK2,Escherichia coli DP50,Charon24A
124,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YIp1
125,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YEp2
126,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YEp4
127,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YIp5
128,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YEp6
129,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YRp7
130,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YEp20
131,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YEp21
132,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YEp24
133,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YIp25
134,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YIp26
135,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YIp27
136,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YIp28
137,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YIp29
138,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YIp30
139,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YIp31
140,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YIp32
141,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae ste-VC9,YIp33
142,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YIp1
143,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YEp2
144,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YEp4
145,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YIp5
146,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YEp6
147,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YRp7
148,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YEp20
149,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YEp21
150,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YEp24
151,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YIp25
152,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YIp26
153,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YIp27
154,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YIp28
155,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YIp29
156,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YIp30
157,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YIp31
158,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YIp32
159,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY1,YIp33
160,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YIp1
161,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YEp2
162,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YEp4
163,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YIp5
164,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YEp6
165,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YRp7
166,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YEp20
167,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YEp21
168,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YEp24
169,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YIp25
170,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YIp26
171,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YIp27
172,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YIp28
173,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YIp29
174,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YIp30
175,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YIp31
176,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YIp32
177,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY2,YIp33
178,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YIp1
179,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YEp2
180,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YEp4
181,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YIp5
182,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YEp6
183,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YRp7
184,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YEp20
185,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YEp21
186,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YEp24
187,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YIp25
188,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YIp26
189,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YIp27
190,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YIp28
191,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YIp29
192,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YIp30
193,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YIp31
194,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YIp32
195,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY3,YIp33
196,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YIp1
197,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YEp2
198,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YEp4
199,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YIp5
200,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YEp6
201,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YRp7
202,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YEp20
203,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YEp21
204,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YEp24
205,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YIp25
206,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YIp26
207,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YIp27
208,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YIp28
209,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YIp29
210,特定認定宿主ベクター系,2B2,SC2,Saccharomyces cerevisiae SHY4,YIp30
